Member_ID,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,Age_Range,Generation,MOBILE_NO,UUID,Total_point,FirstPurchaseDate
M000262,Michael,Wilson,M,1990-04-12,35-44,Millennial,0899213703,57648477-3725,725,2025-11-22
M000263,Margaret,Garcia,F,1979-01-22,45-54,Gen X,0811415698,23234748-5239,3637,2025-12-17
M000264,Thomas,Garcia,M,1980-07-22,45-54,Gen X,0888999206,77171380-3469,5651,2021-08-04
M000265,Jessica,Johnson,F,1998-12-30,25-34,Gen Z,0856751880,51861213-6620,7460,2022-09-16
M000266,Sarah,Johnson,F,1977-03-26,45-54,Gen X,0870726434,52803305-2100,4919,2021-12-04
M000267,William,Hernandez,M,1999-03-31,25-34,Gen Z,0832059232,42737441-9454,2858,2025-03-11
M000268,Sarah,Brown,F,1980-04-28,45-54,Gen X,0834756698,35016429-8080,6481,2021-12-20
M000269,Thomas,Martinez,M,1978-08-30,45-54,Gen X,0810597274,38829445-4371,4560,2021-10-04
M000270,William,Garcia,M,1993-07-22,25-34,Millennial,0825294777,45212476-9019,8646,2023-10-13
M000271,Nancy,Johnson,F,1983-09-17,35-44,Millennial,0871453007,92861016-3826,4873,2025-10-03
M000272,William,Johnson,M,1990-10-09,35-44,Millennial,0825696616,34567819-7116,2316,2025-07-14
M000273,Daniel,Miller,M,1978-12-12,45-54,Gen X,0875319770,95295586-9804,2838,2025-03-16
M000274,Linda,Williams,F,1985-07-28,35-44,Millennial,0893135800,17195581-6882,157,2024-03-07
M000275,Karen,Rodriguez,F,1964-07-10,55+,Boomer,0864913082,75998330-7809,7272,2024-03-03
M000276,Mark,Wilson,M,1991-10-16,25-34,Millennial,0814388260,46890134-4683,8808,2023-03-25
M000277,Nancy,Lopez,F,1974-06-10,45-54,Gen X,0878559218,25194922-2871,4389,2025-06-18
M000278,Mark,Lopez,M,1977-06-11,45-54,Gen X,0839332201,67063296-2677,4055,2023-01-15
M000279,Susan,Anderson,F,2000-07-30,25-34,Gen Z,0825755285,41802361-4438,9632,2023-12-20
M000280,Linda,Martinez,F,1997-11-27,25-34,Gen Z,0837775381,17966873-6747,8720,2023-10-18
M000281,William,Lopez,M,1987-10-18,35-44,Millennial,0886871268,45882178-9428,1560,2022-07-02
M000282,Lisa,Williams,F,1962-01-13,55+,Boomer,0843511112,29628462-6277,4055,2024-08-05
M000283,Lisa,Miller,F,1981-07-28,35-44,Millennial,0820135622,95044078-2525,6600,2025-12-09
M000284,Sarah,Davis,F,1985-05-22,35-44,Millennial,0810331931,22501261-8511,5869,2021-09-13
M000285,Richard,Anderson,M,1992-07-03,25-34,Millennial,0846042404,53334226-5646,5533,2025-10-05
M000286,Margaret,Garcia,F,1963-02-25,55+,Boomer,0816166355,23364695-8529,266,2021-03-15
M000287,Mary,Miller,F,1993-03-26,25-34,Millennial,0827705074,97241147-5945,2604,2023-02-21
M000288,Elizabeth,Johnson,F,1982-04-10,35-44,Millennial,0897095388,32216400-1848,6493,2023-12-23
M000289,Richard,Hernandez,M,2000-03-16,25-34,Gen Z,0822775337,10145801-4496,7812,2021-03-19
M000290,Christopher,Hernandez,M,1978-03-13,45-54,Gen X,0811082139,56113741-2975,6919,2022-08-03
M000291,Richard,Johnson,M,2000-01-19,25-34,Gen Z,0852057323,59333294-5902,2246,2024-03-21
M000292,Michael,Rodriguez,M,1970-03-15,55+,Gen X,0891915661,97244236-3688,7210,2023-12-07
M000293,Richard,Martinez,M,1962-08-07,55+,Boomer,0839158087,21635070-2646,2293,2021-10-24
M000294,Susan,Miller,F,1986-01-03,35-44,Millennial,0843257324,47173969-2380,4065,2025-10-20
M000295,Margaret,Lopez,F,2004-04-07,18-24,Gen Z,0850486688,37574457-9482,9943,2025-04-24
M000296,Elizabeth,Hernandez,F,2002-11-09,18-24,Gen Z,0876422705,61792685-2847,3949,2024-11-20
M000297,Christopher,Smith,M,1982-10-05,35-44,Millennial,0827714442,61920550-7895,5986,2025-11-06
M000298,Margaret,Johnson,F,2004-05-14,18-24,Gen Z,0819064068,11851322-5295,3534,2021-01-26
M000299,Karen,Jones,F,1965-03-21,55+,Gen X,0877249653,65758338-7939,6590,2021-11-18
M000300,Robert,Johnson,M,1987-02-03,35-44,Millennial,0878626154,37272705-3545,8788,2023-07-19
M000301,Robert,Lopez,M,1978-11-15,45-54,Gen X,0817772004,42813517-2412,7118,2021-08-20
M000302,Robert,Hernandez,M,1963-12-22,55+,Boomer,0826031369,11699863-3248,185,2022-08-12
M000303,Linda,Garcia,F,1997-10-26,25-34,Gen Z,0825845304,13940129-6488,7034,2023-09-03
M000304,Betty,Martinez,F,1966-02-09,55+,Gen X,0876591799,71095611-9368,5900,2021-08-28
M000305,William,Williams,M,1990-01-21,35-44,Millennial,0887029205,25479814-4742,8336,2021-01-28
M000306,James,Smith,M,1975-09-13,45-54,Gen X,0861402634,30144023-3932,579,2025-12-24
M000307,Patricia,Garcia,F,1990-08-13,35-44,Millennial,0852940967,46407626-2276,9364,2023-02-17
M000308,David,Brown,M,1973-02-23,45-54,Gen X,0863811222,19251149-8620,4625,2023-06-03
M000309,Mary,Garcia,F,1993-10-15,25-34,Millennial,0885672859,50790016-4974,7600,2023-10-16
M000310,Anthony,Rodriguez,M,1990-12-27,35-44,Millennial,0810856024,65034115-1391,3817,2025-06-21
M000311,William,Smith,M,1963-09-10,55+,Boomer,0851273379,23951801-4361,8680,2022-07-16
M000312,David,Lopez,M,1989-01-26,35-44,Millennial,0815892193,41067722-9515,6767,2023-08-24
M000313,Daniel,Johnson,M,1974-01-09,45-54,Gen X,0895525640,62928934-2226,9697,2025-01-14
M000314,James,Jones,M,1989-10-04,35-44,Millennial,0862741214,53788744-6211,7417,2023-04-03
M000315,David,Wilson,M,1969-01-23,55+,Gen X,0830858851,24181143-3693,7365,2024-06-14
M000316,Christopher,Garcia,M,1992-07-25,25-34,Millennial,0851380361,72189327-5341,1964,2021-03-26
M000317,Betty,Lopez,F,1968-02-28,55+,Gen X,0838859601,53995720-3430,1494,2022-06-13
M000318,Matthew,Jones,M,1989-12-15,35-44,Millennial,0814171767,64276605-8408,9108,2025-04-04
M000319,Jennifer,Wilson,F,1998-01-09,25-34,Gen Z,0811604831,18277097-4641,2141,2022-07-12
M000320,Daniel,Martinez,M,1990-02-04,35-44,Millennial,0812925970,18653290-4239,7265,2022-02-28
M000321,Jennifer,Smith,F,1977-02-20,45-54,Gen X,0832547129,87025433-8096,6471,2024-01-13
M000322,Linda,Garcia,F,1992-12-08,25-34,Millennial,0846907428,47561442-8307,2435,2021-10-20
M000323,Matthew,Jones,M,1974-08-20,45-54,Gen X,0883912181,74294443-1999,1437,2023-07-05
M000324,Patricia,Hernandez,F,1972-11-11,45-54,Gen X,0894658420,82968364-1319,6266,2023-08-18
M000325,Susan,Martinez,F,1973-10-05,45-54,Gen X,0862127652,46297263-3946,427,2023-10-08
M000326,Mark,Wilson,M,1989-02-13,35-44,Millennial,0873308406,81059199-6856,9568,2022-03-04
M000327,Matthew,Brown,M,1988-06-14,35-44,Millennial,0817503932,39448924-7363,5813,2022-03-08
M000328,Margaret,Lopez,F,1961-09-19,55+,Boomer,0889398174,13785821-6761,9300,2025-03-19
M000329,Mark,Davis,M,1971-10-12,45-54,Gen X,0833562830,75825262-1621,1478,2021-04-20
M000330,John,Rodriguez,M,1976-03-17,45-54,Gen X,0854524582,92427773-4300,2137,2023-12-06
M000331,Mary,Smith,F,1996-05-16,25-34,Millennial,0829012298,24887509-9622,5978,2021-06-23
M000332,Nancy,Johnson,F,1984-10-12,35-44,Millennial,0853299069,28314232-3580,7157,2024-11-11
M000333,Anthony,Rodriguez,M,1961-05-11,55+,Boomer,0857892314,39962391-3872,6199,2023-12-23
M000334,Linda,Williams,F,2005-03-16,18-24,Gen Z,0886884584,62559853-1530,2983,2025-06-26
M000335,Matthew,Martinez,M,1999-07-01,25-34,Gen Z,0828876833,54448673-2274,3899,2023-06-06
M000336,Anthony,Hernandez,M,1965-09-30,55+,Gen X,0869945655,11529494-5345,3435,2022-12-03
M000337,Elizabeth,Wilson,F,2000-03-11,25-34,Gen Z,0816462242,61799600-8179,6875,2022-07-16
M000338,Susan,Rodriguez,F,1982-01-24,35-44,Millennial,0874355957,87585294-4695,2664,2024-02-26
M000339,Robert,Smith,M,1985-11-02,35-44,Millennial,0824055958,19959009-6600,2787,2024-03-24
M000340,Christopher,Johnson,M,1984-05-15,35-44,Millennial,0892362000,74791834-1507,7066,2022-10-14
M000341,John,Johnson,M,1984-11-30,35-44,Millennial,0835499255,64932613-9849,4346,2023-05-08
M000342,John,Miller,M,1969-06-11,55+,Gen X,0875893962,30614492-1893,5911,2021-07-03
M000343,Lisa,Hernandez,F,1967-07-18,55+,Gen X,0836799898,23017361-1421,3390,2022-11-10
M000344,Thomas,Anderson,M,1998-10-06,25-34,Gen Z,0863347164,73209094-9013,4341,2021-11-18
M000345,Linda,Garcia,F,1981-09-08,35-44,Millennial,0835042738,69830944-1731,4313,2024-08-09
M000346,Robert,Martinez,M,2002-12-24,18-24,Gen Z,0899586100,22979206-2404,5632,2025-07-25
M000347,Christopher,Smith,M,1981-06-22,35-44,Millennial,0866187845,81875527-8779,9383,2022-08-10
M000348,Richard,Anderson,M,1961-03-04,55+,Boomer,0877390918,86667841-9467,9363,2025-03-04
M000349,Linda,Williams,F,1992-12-05,25-34,Millennial,0826936398,15727862-7936,1283,2024-04-27
M000350,Daniel,Jones,M,1986-02-09,35-44,Millennial,0821680625,62089786-7510,9044,2023-05-17
M000351,Mary,Wilson,F,1961-05-06,55+,Boomer,0888863127,80137085-7874,1843,2024-03-05
M000352,Michael,Martinez,M,1999-10-17,25-34,Gen Z,0881891508,56153339-7732,4327,2024-11-16
M000353,Mary,Williams,F,1988-08-20,35-44,Millennial,0829307578,92979370-7581,635,2024-06-23
M000354,John,Lopez,M,1975-11-01,45-54,Gen X,0859988144,12715612-6535,4965,2023-05-27
M000355,Betty,Hernandez,F,1999-11-16,25-34,Gen Z,0828036919,50329802-8259,5257,2023-12-14
M000356,James,Davis,M,1992-08-17,25-34,Millennial,0875023164,79323646-7126,920,2025-03-03
M000357,Betty,Rodriguez,F,1981-01-06,45-54,Millennial,0880368504,86325904-1474,2846,2022-04-27
M000358,James,Smith,M,1977-02-20,45-54,Gen X,0858368724,36724061-5488,6035,2024-09-13
M000359,Matthew,Smith,M,1990-09-05,35-44,Millennial,0875603845,89731181-8308,2909,2024-10-18
M000360,Susan,Williams,F,1989-03-27,35-44,Millennial,0822132198,48261364-1449,6333,2021-03-28
M000361,James,Hernandez,M,1991-04-02,25-34,Millennial,0837746963,46115786-7709,8409,2021-11-01
M000362,Linda,Hernandez,F,1994-05-10,25-34,Millennial,0811135982,40033905-5135,9967,2023-12-23
M000363,Jessica,Miller,F,1983-07-24,35-44,Millennial,0843822694,39287523-8646,4950,2025-10-13
M000364,John,Rodriguez,M,1963-09-11,55+,Boomer,0885357498,96884788-5631,4890,2021-08-03
M000365,Elizabeth,Hernandez,F,1985-10-25,35-44,Millennial,0845050544,98062882-5895,3086,2022-09-25
M000366,John,Wilson,M,1967-08-26,55+,Gen X,0898654879,52894071-3292,417,2024-05-09
M000367,Jessica,Miller,F,2003-05-17,18-24,Gen Z,0886778235,35489981-6622,3643,2025-11-26
M000368,Lisa,Garcia,F,1973-10-16,45-54,Gen X,0832815223,98263548-3967,4813,2021-08-05
M000369,Betty,Wilson,F,1970-12-16,55+,Gen X,0855047826,97836731-2463,3641,2023-04-24
M000370,Jessica,Wilson,F,1984-09-06,35-44,Millennial,0844971668,88593968-5817,7598,2021-08-02
M000371,Thomas,Brown,M,1974-01-16,45-54,Gen X,0861226775,81113720-5888,6768,2021-03-05
M000372,William,Miller,M,1969-07-28,55+,Gen X,0829223220,52464268-3954,1324,2024-06-21
M000373,William,Hernandez,M,2003-03-09,18-24,Gen Z,0870673557,46712288-4430,2762,2025-03-16
M000374,David,Martinez,M,1978-04-27,45-54,Gen X,0867634397,64142556-8029,7821,2024-01-02
M000375,Anthony,Garcia,M,2005-09-27,18-24,Gen Z,0881274148,35578773-1293,67,2022-04-23
M000376,Elizabeth,Williams,F,1999-08-28,25-34,Gen Z,0877556678,89010042-6015,2736,2021-01-10
M000377,Sarah,Lopez,F,1972-05-17,45-54,Gen X,0880345879,55343466-8105,2192,2023-08-12
M000378,David,Wilson,M,1981-03-07,45-54,Millennial,0840657783,40107903-3149,3460,2021-10-17
M000379,Michael,Garcia,M,1960-04-22,55+,Boomer,0815014834,60357475-5190,8761,2025-01-20
M000380,Matthew,Johnson,M,1965-03-10,55+,Gen X,0816473999,25541047-7828,7279,2024-02-18
M000381,Sarah,Lopez,F,1996-11-27,25-34,Millennial,0894598956,11248835-5933,6895,2021-11-17
M000382,Nancy,Martinez,F,1962-01-10,55+,Boomer,0866213840,24081350-9381,1928,2023-02-26
M000383,Thomas,Brown,M,1967-12-08,55+,Gen X,0845298445,80215481-4304,5864,2024-05-06
M000384,Christopher,Davis,M,1992-03-26,25-34,Millennial,0874513622,54372866-4842,44,2021-11-03
M000385,Daniel,Hernandez,M,1975-01-01,45-54,Gen X,0822090691,78679929-2229,1659,2023-11-08
M000386,Elizabeth,Jones,F,1977-02-20,45-54,Gen X,0823396125,33448079-1646,4760,2023-11-11
M000387,Betty,Johnson,F,2000-02-17,25-34,Gen Z,0811298197,28574987-3793,5384,2023-08-20
M000388,Betty,Johnson,F,1982-09-22,35-44,Millennial,0834544318,25278272-7566,6557,2024-05-27
M000389,Betty,Anderson,F,1975-08-15,45-54,Gen X,0897086700,32384662-2852,2171,2021-03-04
M000390,Nancy,Davis,F,1969-04-06,55+,Gen X,0868809216,34328380-7221,5875,2025-01-28
M000391,Thomas,Davis,M,1998-08-14,25-34,Gen Z,0869148126,16170301-2037,4286,2023-01-23
M000392,Matthew,Anderson,M,1984-06-23,35-44,Millennial,0880209719,92978636-2560,7091,2022-08-12
M000393,Linda,Anderson,F,1970-05-10,55+,Gen X,0817323740,11562947-3571,8283,2024-08-28
M000394,Michael,Wilson,M,1974-10-05,45-54,Gen X,0842331952,54411953-5557,824,2025-04-18
M000395,Jessica,Anderson,F,1991-02-02,35-44,Millennial,0871618633,69618021-8341,1442,2024-08-11
M000396,Thomas,Lopez,M,1965-03-11,55+,Gen X,0823776553,64148754-7755,587,2025-09-01
M000397,Mark,Martinez,M,1966-04-28,55+,Gen X,0850882445,78227936-4389,7474,2023-06-27
M000398,James,Anderson,M,1976-09-29,45-54,Gen X,0885182173,93182506-8751,5952,2024-02-04
M000399,John,Garcia,M,1983-04-26,35-44,Millennial,0849189370,83509785-9552,6125,2021-01-06
M000400,Linda,Anderson,F,1960-08-24,55+,Boomer,0824356130,44130133-4209,3072,2021-07-07
M000401,Margaret,Brown,F,1960-09-29,55+,Boomer,0824464073,65629268-1761,9647,2021-08-15
M000402,Thomas,Smith,M,1973-02-22,45-54,Gen X,0884252780,68090825-8912,8328,2022-12-19
M000403,Anthony,Anderson,M,1998-01-18,25-34,Gen Z,0861996696,98251083-6273,8259,2024-07-20
M000404,Robert,Miller,M,1984-10-16,35-44,Millennial,0870779921,27900864-3263,6762,2025-12-24
M000405,Betty,Rodriguez,F,1985-03-16,35-44,Millennial,0884300459,94903891-4560,3291,2022-10-23
M000406,Lisa,Garcia,F,1963-01-13,55+,Boomer,0897253117,33865616-9255,8888,2023-12-04
M000407,Karen,Davis,F,1968-05-31,55+,Gen X,0899544328,66032939-9747,4684,2024-01-17
M000408,John,Miller,M,1997-02-13,25-34,Gen Z,0899959993,17597364-4275,4374,2022-05-22
M000409,Linda,Anderson,F,2002-03-23,18-24,Gen Z,0849613096,37380537-9866,529,2023-08-04
M000410,Anthony,Hernandez,M,1970-09-01,55+,Gen X,0841889524,78574830-5712,769,2024-07-14
M000411,Karen,Smith,F,2005-11-02,18-24,Gen Z,0837257905,93290380-8259,3695,2023-10-18
M000412,Mark,Lopez,M,1993-10-14,25-34,Millennial,0870238919,33813700-2220,3063,2022-12-17
M000413,Richard,Smith,M,1978-10-26,45-54,Gen X,0884705402,45465638-3131,2636,2025-05-01
M000414,Sarah,Lopez,F,1997-02-20,25-34,Gen Z,0830629718,53302669-1833,4934,2024-10-18
M000415,Jennifer,Wilson,F,1960-10-10,55+,Boomer,0880517332,39522801-4012,8529,2021-09-06
M000416,Karen,Rodriguez,F,1981-01-28,45-54,Millennial,0856896070,39688703-4495,5437,2023-06-10
M000417,Mark,Martinez,M,1972-07-18,45-54,Gen X,0885341065,97147586-1144,1879,2023-08-08
M000418,John,Hernandez,M,1985-09-01,35-44,Millennial,0825216804,61791391-5203,8851,2023-01-17
M000419,Karen,Wilson,F,1973-08-02,45-54,Gen X,0875337822,15885670-5856,3154,2023-09-03
M000420,David,Wilson,M,1971-06-19,45-54,Gen X,0810983894,94145533-2072,3453,2022-11-14
M000421,James,Rodriguez,M,1961-08-11,55+,Boomer,0896779969,19679848-3519,389,2024-12-11
M000422,Michael,Johnson,M,2002-12-10,18-24,Gen Z,0843810519,84904794-2154,9420,2022-05-14
M000423,Sarah,Hernandez,F,1980-08-07,45-54,Gen X,0852467059,12267067-7381,1938,2025-01-21
M000424,Mark,Lopez,M,1969-02-24,55+,Gen X,0819742790,58009699-9238,1738,2023-11-10
M000425,Robert,Wilson,M,1977-09-03,45-54,Gen X,0863031203,98680762-1504,7765,2022-09-08
M000426,Anthony,Miller,M,1971-10-19,45-54,Gen X,0895100169,29337491-5883,6113,2021-09-28
M000427,Michael,Smith,M,2005-05-21,18-24,Gen Z,0890081663,62892750-9800,8970,2021-05-07
M000428,Patricia,Miller,F,1964-07-01,55+,Boomer,0829120002,31602928-4014,3617,2025-05-07
M000429,David,Hernandez,M,1970-02-20,55+,Gen X,0883665549,71909967-2198,4762,2021-05-04
M000430,Anthony,Martinez,M,1974-09-30,45-54,Gen X,0857934299,27208745-4842,1639,2023-10-03
M000431,William,Davis,M,1977-09-30,45-54,Gen X,0892724080,98506156-6008,9571,2022-10-19
M000432,Margaret,Garcia,F,1978-12-21,45-54,Gen X,0810648524,52038976-5033,3629,2024-05-27
M000433,Linda,Hernandez,F,1984-07-13,35-44,Millennial,0872122457,69774935-6877,5004,2024-09-04
M000434,Matthew,Martinez,M,2000-10-19,25-34,Gen Z,0828790705,82292089-4218,4312,2021-12-03
M000435,Christopher,Hernandez,M,2004-05-17,18-24,Gen Z,0887698748,64376227-4485,600,2025-05-18
M000436,Lisa,Wilson,F,1996-09-06,25-34,Millennial,0862680236,39971710-5767,2193,2024-09-17
M000437,Richard,Garcia,M,1974-03-13,45-54,Gen X,0898943201,42062038-3717,8423,2022-08-06
M000438,Daniel,Martinez,M,1964-01-06,55+,Boomer,0874894729,58156722-1662,3585,2024-04-03
M000439,Susan,Brown,F,2003-04-03,18-24,Gen Z,0837752746,79509378-6918,6358,2024-08-02
M000440,Matthew,Garcia,M,1999-03-17,25-34,Gen Z,0879977486,95035920-5480,4314,2025-09-19
M000441,Richard,Hernandez,M,1981-09-10,35-44,Millennial,0888876916,97689346-2275,8465,2023-07-08
M000442,Susan,Anderson,F,1983-07-10,35-44,Millennial,0874707720,91095825-1108,8222,2022-08-06
M000443,Michael,Rodriguez,M,1964-10-28,55+,Boomer,0838389345,30164926-4062,2578,2023-10-23
M000444,Matthew,Brown,M,1979-09-29,45-54,Gen X,0825212062,74628070-8844,7848,2022-10-06
M000445,Mary,Brown,F,2004-01-05,18-24,Gen Z,0886972056,89503557-3639,2207,2025-01-19
M000446,John,Williams,M,1989-12-12,35-44,Millennial,0879342339,64419425-1305,4644,2021-04-15
M000447,Sarah,Williams,F,1991-08-16,25-34,Millennial,0890643207,29154498-3979,8369,2023-03-24
M000448,Sarah,Martinez,F,1969-02-12,55+,Gen X,0840845084,60762668-7315,2166,2021-01-07
M000449,Linda,Martinez,F,1999-12-12,25-34,Gen Z,0873870080,92510102-1639,8706,2025-02-03
M000450,Lisa,Williams,F,1967-06-17,55+,Gen X,0810161088,97138408-8069,8553,2024-06-28
M000451,Anthony,Rodriguez,M,1978-11-20,45-54,Gen X,0874709513,61168696-6742,9650,2025-02-14
M000452,Robert,Davis,M,1992-01-31,25-34,Millennial,0848019408,90301439-9908,6695,2023-04-01
M000453,Daniel,Rodriguez,M,1998-06-19,25-34,Gen Z,0810965569,60335658-4365,5175,2024-06-04
M000454,Richard,Hernandez,M,1968-11-10,55+,Gen X,0845071480,81954780-7939,9251,2023-10-09
M000455,Margaret,Brown,F,1979-06-08,45-54,Gen X,0884834795,74755726-3928,6065,2025-09-16
M000456,Elizabeth,Martinez,F,1983-03-20,35-44,Millennial,0863436070,28531242-2951,3764,2024-12-06
M000457,James,Rodriguez,M,1980-09-24,45-54,Gen X,0883897088,92413089-1852,2633,2024-11-01
M000458,David,Davis,M,1967-08-10,55+,Gen X,0821830043,18600733-5310,3633,2023-02-20
M000459,Anthony,Miller,M,1980-05-06,45-54,Gen X,0898070348,79928180-5693,9788,2021-03-21
M000460,Sarah,Smith,F,1993-04-11,25-34,Millennial,0879545356,48387144-4190,550,2025-09-17
M000461,Daniel,Williams,M,1963-03-03,55+,Boomer,0858283485,42112480-1004,2579,2021-05-25
M000462,Susan,Hernandez,F,1980-08-21,45-54,Gen X,0888662348,36885204-9482,251,2021-02-18
M000463,Betty,Anderson,F,1970-05-25,55+,Gen X,0856720553,56637316-5530,3707,2025-04-15
M000464,Nancy,Smith,F,1989-12-15,35-44,Millennial,0864644684,77946127-2744,9152,2021-09-10
M000465,Jennifer,Wilson,F,1973-11-07,45-54,Gen X,0882196170,87160950-5098,7254,2024-10-16
M000466,Mark,Garcia,M,1976-04-03,45-54,Gen X,0871836850,88762521-1448,7896,2021-05-03
M000467,Lisa,Wilson,F,1991-04-02,25-34,Millennial,0840860700,52376656-7757,5785,2025-09-01
M000468,Patricia,Jones,F,2000-08-19,25-34,Gen Z,0855901507,20204415-3924,7807,2023-06-07
M000469,Linda,Lopez,F,1962-12-14,55+,Boomer,0876974557,36798789-4847,3965,2023-04-08
M000470,James,Anderson,M,1966-09-19,55+,Gen X,0830937370,24319594-2964,1285,2024-10-01
M000471,Thomas,Garcia,M,1966-10-10,55+,Gen X,0876080806,87110685-5501,8041,2022-09-09
M000472,Patricia,Wilson,F,1970-01-13,55+,Gen X,0817267644,80563016-7933,7836,2025-01-17
M000473,Jessica,Anderson,F,1962-12-22,55+,Boomer,0871363812,26155543-9490,7537,2023-12-01
M000474,Matthew,Brown,M,1981-05-23,35-44,Millennial,0823522144,53679307-6924,4254,2022-09-09
M000475,Robert,Davis,M,1966-09-26,55+,Gen X,0859113508,34684475-9171,6945,2022-07-23
M000476,Susan,Anderson,F,1980-10-24,45-54,Gen X,0870495821,34144323-3148,9435,2022-02-24
M000477,Margaret,Brown,F,1970-08-10,55+,Gen X,0861121302,36315159-3389,2450,2024-01-06
M000478,Sarah,Williams,F,1965-06-29,55+,Gen X,0881669929,52376193-8972,4915,2023-09-28
M000479,Richard,Johnson,M,1961-12-28,55+,Boomer,0818057946,38919534-5166,7807,2021-08-24
M000480,Elizabeth,Garcia,F,1982-06-03,35-44,Millennial,0884825240,44589898-6638,324,2024-02-12
M000481,Daniel,Martinez,M,1964-04-22,55+,Boomer,0882267959,33426205-5663,5818,2023-11-17
M000482,Margaret,Lopez,F,1978-02-05,45-54,Gen X,0861146483,92364557-5694,7598,2022-03-21
M000483,Jessica,Hernandez,F,1966-06-01,55+,Gen X,0864327674,19575640-2296,2654,2023-04-11
M000484,Lisa,Jones,F,1960-11-05,55+,Boomer,0891253395,96522692-7479,4444,2024-06-24
M000485,Jessica,Williams,F,1995-03-02,25-34,Millennial,0826782572,41491128-5122,1311,2022-03-13
M000486,Michael,Johnson,M,1975-06-11,45-54,Gen X,0817224328,13538638-7504,8584,2021-02-09
M000487,Michael,Hernandez,M,1981-10-09,35-44,Millennial,0840783635,43204998-5655,7260,2022-03-17
M000488,John,Smith,M,1963-09-20,55+,Boomer,0853647781,73908407-8654,8856,2023-09-15
M000489,Anthony,Rodriguez,M,1994-05-15,25-34,Millennial,0890206393,71276220-8126,8576,2025-05-12
M000490,Karen,Brown,F,2000-07-28,25-34,Gen Z,0851321368,59094606-7753,4256,2022-05-01
M000491,Christopher,Anderson,M,1997-09-17,25-34,Gen Z,0848488577,72974683-9767,136,2024-08-10
M000492,Mark,Miller,M,1987-05-14,35-44,Millennial,0841033204,10968781-9981,6121,2022-07-18
M000493,Jessica,Brown,F,1995-04-17,25-34,Millennial,0862307771,60782359-4614,4308,2021-07-21
M000494,Christopher,Wilson,M,1966-03-30,55+,Gen X,0846489118,48208680-9715,4404,2024-04-28
M000495,David,Williams,M,1988-01-18,35-44,Millennial,0895482292,71115104-8418,4458,2025-08-07
M000496,Mary,Williams,F,2002-06-11,18-24,Gen Z,0812970357,34956121-2675,4622,2023-03-23
M000497,Betty,Smith,F,1992-01-27,25-34,Millennial,0830224423,11976335-9086,3558,2023-07-10
M000498,Susan,Davis,F,1962-03-05,55+,Boomer,0854325223,20767361-3393,918,2023-07-03
M000499,Linda,Brown,F,1989-08-31,35-44,Millennial,0811693222,26369402-5078,6304,2024-04-24
