Member_ID,YEAR,YEAR_SORT,TotalSpend,TotalQty,TotalTxn,MaxSaleDate,FirstPurchaseDate,Point_Range,Total_point,GENDER,Generation,MOBILE_NO,FIRST_NAME,LAST_NAME,BIRTHDATE,UUID,Age_Range,Year_End,Mode_ProductCategory,Cumulative_TotalTxn,Active_Years_Count,Cumulative_Last_Txn,LAP_Days,Recency_Text
M000026,2022,2022,2330.36,14.0,14.0,2022-12-07,2022-01-17,"5,001+",8701,M,Gen Z,888406989,Anthony,Garcia,2003-02-14,73993471-9238,18-24,2022-12-31,Coffee,14,1,2022-12-07,24.0,Active
M000026,2023,2023,1331.87,15.0,15.0,2023-12-18,2022-01-17,"5,001+",8701,M,Gen Z,888406989,Anthony,Garcia,2003-02-14,73993471-9238,18-24,2023-12-31,Sandwich,29,2,2023-12-18,13.0,Active
M000026,2024,2024,3045.2,12.0,12.0,2024-12-20,2022-01-17,"5,001+",8701,M,Gen Z,888406989,Anthony,Garcia,2003-02-14,73993471-9238,18-24,2024-12-31,Sandwich,41,3,2024-12-20,11.0,Active
M000026,2025,2025,2431.71,15.0,15.0,2025-03-11,2022-01-17,"5,001+",8701,M,Gen Z,888406989,Anthony,Garcia,2003-02-14,73993471-9238,18-24,2025-03-28,Merchandise,56,4,2025-03-11,17.0,Active
M000027,2021,2021,0.0,0.0,0.0,,2022-10-20,"5,001+",9333,M,Gen X,841568532,David,Johnson,1968-02-14,64193837-2964,55+,2021-12-31,,0,0,,,Never Purchased
M000027,2022,2022,200.52,2.0,2.0,2022-12-17,2022-10-20,"5,001+",9333,M,Gen X,841568532,David,Johnson,1968-02-14,64193837-2964,55+,2022-12-31,Pastry,2,1,2022-12-17,14.0,Active
M000027,2023,2023,168.15,2.0,2.0,2023-12-05,2022-10-20,"5,001+",9333,M,Gen X,841568532,David,Johnson,1968-02-14,64193837-2964,55+,2023-12-31,Sandwich,4,2,2023-12-05,26.0,Active
M000027,2024,2024,101.1,1.0,1.0,2024-12-01,2022-10-20,"5,001+",9333,M,Gen X,841568532,David,Johnson,1968-02-14,64193837-2964,55+,2024-12-31,Pastry,5,3,2024-12-01,30.0,Active
M000027,2025,2025,640.97,8.0,4.0,2025-03-24,2022-10-20,"5,001+",9333,M,Gen X,841568532,David,Johnson,1968-02-14,64193837-2964,55+,2025-03-28,Merchandise,9,4,2025-03-24,4.0,Active
M000028,2021,2021,0.0,0.0,0.0,,2023-04-22,"5,001+",5183,M,Gen X,888339168,Daniel,Johnson,1979-04-15,85863473-9565,45-54,2021-12-31,,0,0,,,Never Purchased
M000028,2022,2022,0.0,0.0,0.0,,2023-04-22,"5,001+",5183,M,Gen X,888339168,Daniel,Johnson,1979-04-15,85863473-9565,45-54,2022-12-31,,0,0,,,Never Purchased
M000028,2023,2023,1130.4,16.0,8.0,2023-12-27,2023-04-22,"5,001+",5183,M,Gen X,888339168,Daniel,Johnson,1979-04-15,85863473-9565,45-54,2023-12-31,Coffee,8,1,2023-12-27,4.0,Active
M000028,2024,2024,1951.81,8.0,8.0,2024-12-20,2023-04-22,"5,001+",5183,M,Gen X,888339168,Daniel,Johnson,1979-04-15,85863473-9565,45-54,2024-12-31,Dessert,16,2,2024-12-20,11.0,Active
M000028,2025,2025,1922.63,7.0,7.0,2025-03-02,2023-04-22,"5,001+",5183,M,Gen X,888339168,Daniel,Johnson,1979-04-15,85863473-9565,45-54,2025-03-28,Pastry,23,3,2025-03-02,26.0,Active
M000029,2021,2021,448.09,7.0,7.0,2021-12-06,2021-01-15,"5,001+",5180,F,Millennial,896637649,Patricia,Jones,1981-01-08,50264926-8491,45-54,2021-12-31,Pastry,7,1,2021-12-06,25.0,Active
M000029,2022,2022,2286.15,18.0,9.0,2022-12-06,2021-01-15,"5,001+",5180,F,Millennial,896637649,Patricia,Jones,1981-01-08,50264926-8491,45-54,2022-12-31,Pastry,16,2,2022-12-06,25.0,Active
M000029,2023,2023,0.0,0.0,0.0,,2021-01-15,"5,001+",5180,F,Millennial,896637649,Patricia,Jones,1981-01-08,50264926-8491,45-54,2023-12-31,,16,2,2022-12-06,390.0,Dormant
M000029,2024,2024,490.58,6.0,6.0,2024-12-10,2021-01-15,"5,001+",5180,F,Millennial,896637649,Patricia,Jones,1981-01-08,50264926-8491,45-54,2024-12-31,Beverage,22,3,2024-12-10,21.0,Active
M000029,2025,2025,0.0,0.0,0.0,,2021-01-15,"5,001+",5180,F,Millennial,896637649,Patricia,Jones,1981-01-08,50264926-8491,45-54,2025-03-28,,22,3,2024-12-10,108.0,At Risk
M000030,2021,2021,0.0,0.0,0.0,,2022-06-10,"1,001-2,000",1127,M,Millennial,845594597,Michael,Rodriguez,1992-06-27,27778019-6718,25-34,2021-12-31,,0,0,,,Never Purchased
M000030,2022,2022,163.55,1.0,1.0,2022-12-06,2022-06-10,"1,001-2,000",1127,M,Millennial,845594597,Michael,Rodriguez,1992-06-27,27778019-6718,25-34,2022-12-31,Pastry,1,1,2022-12-06,25.0,Active
M000030,2023,2023,126.06,4.0,2.0,2023-12-12,2022-06-10,"1,001-2,000",1127,M,Millennial,845594597,Michael,Rodriguez,1992-06-27,27778019-6718,25-34,2023-12-31,Coffee,3,2,2023-12-12,19.0,Active
M000030,2024,2024,860.55,8.0,4.0,2024-12-18,2022-06-10,"1,001-2,000",1127,M,Millennial,845594597,Michael,Rodriguez,1992-06-27,27778019-6718,25-34,2024-12-31,Beverage,7,3,2024-12-18,13.0,Active
M000030,2025,2025,210.55,2.0,1.0,2025-03-23,2022-06-10,"1,001-2,000",1127,M,Millennial,845594597,Michael,Rodriguez,1992-06-27,27778019-6718,25-34,2025-03-28,Beverage,8,4,2025-03-23,5.0,Active
M000031,2021,2021,0.0,0.0,0.0,,2025-05-22,101-200,128,M,Gen X,850603163,Thomas,Anderson,1971-03-24,92097999-9666,45-54,2021-12-31,,0,0,,,Never Purchased
M000031,2022,2022,0.0,0.0,0.0,,2025-05-22,101-200,128,M,Gen X,850603163,Thomas,Anderson,1971-03-24,92097999-9666,45-54,2022-12-31,,0,0,,,Never Purchased
M000031,2023,2023,0.0,0.0,0.0,,2025-05-22,101-200,128,M,Gen X,850603163,Thomas,Anderson,1971-03-24,92097999-9666,45-54,2023-12-31,,0,0,,,Never Purchased
M000031,2024,2024,0.0,0.0,0.0,,2025-05-22,101-200,128,M,Gen X,850603163,Thomas,Anderson,1971-03-24,92097999-9666,45-54,2024-12-31,,0,0,,,Never Purchased
M000031,2025,2025,535.27,14.0,7.0,2025-03-26,2025-05-22,101-200,128,M,Gen X,850603163,Thomas,Anderson,1971-03-24,92097999-9666,45-54,2025-03-28,Dessert,7,1,2025-03-26,2.0,Active
M000032,2021,2021,0.0,0.0,0.0,,2025-04-23,"2,001-5,000",4616,M,Gen Z,884252420,David,Jones,1999-01-17,30863865-5462,25-34,2021-12-31,,0,0,,,Never Purchased
M000032,2022,2022,0.0,0.0,0.0,,2025-04-23,"2,001-5,000",4616,M,Gen Z,884252420,David,Jones,1999-01-17,30863865-5462,25-34,2022-12-31,,0,0,,,Never Purchased
M000032,2023,2023,0.0,0.0,0.0,,2025-04-23,"2,001-5,000",4616,M,Gen Z,884252420,David,Jones,1999-01-17,30863865-5462,25-34,2023-12-31,,0,0,,,Never Purchased
M000032,2024,2024,0.0,0.0,0.0,,2025-04-23,"2,001-5,000",4616,M,Gen Z,884252420,David,Jones,1999-01-17,30863865-5462,25-34,2024-12-31,,0,0,,,Never Purchased
M000032,2025,2025,125.02,4.0,2.0,2025-03-12,2025-04-23,"2,001-5,000",4616,M,Gen Z,884252420,David,Jones,1999-01-17,30863865-5462,25-34,2025-03-28,Merchandise,2,1,2025-03-12,16.0,Active
M000033,2021,2021,442.61,10.0,5.0,2021-12-22,2021-11-14,"501-1,000",832,F,Gen X,877834855,Patricia,Hernandez,1965-11-05,75569635-5114,55+,2021-12-31,Beverage,5,1,2021-12-22,9.0,Active
M000033,2022,2022,804.16,9.0,3.0,2022-12-03,2021-11-14,"501-1,000",832,F,Gen X,877834855,Patricia,Hernandez,1965-11-05,75569635-5114,55+,2022-12-31,Pastry,8,2,2022-12-03,28.0,Active
M000033,2023,2023,1253.33,5.0,5.0,2023-12-19,2021-11-14,"501-1,000",832,F,Gen X,877834855,Patricia,Hernandez,1965-11-05,75569635-5114,55+,2023-12-31,Merchandise,13,3,2023-12-19,12.0,Active
M000033,2024,2024,481.75,12.0,4.0,2024-12-09,2021-11-14,"501-1,000",832,F,Gen X,877834855,Patricia,Hernandez,1965-11-05,75569635-5114,55+,2024-12-31,Dessert,17,4,2024-12-09,22.0,Active
M000033,2025,2025,342.73,2.0,2.0,2025-03-21,2021-11-14,"501-1,000",832,F,Gen X,877834855,Patricia,Hernandez,1965-11-05,75569635-5114,55+,2025-03-28,Pastry,19,5,2025-03-21,7.0,Active
M000034,2021,2021,0.0,0.0,0.0,,2025-12-14,"5,001+",7239,F,Millennial,895511909,Mary,Smith,1985-01-08,45159040-3647,35-44,2021-12-31,,0,0,,,Never Purchased
M000034,2022,2022,0.0,0.0,0.0,,2025-12-14,"5,001+",7239,F,Millennial,895511909,Mary,Smith,1985-01-08,45159040-3647,35-44,2022-12-31,,0,0,,,Never Purchased
M000034,2023,2023,0.0,0.0,0.0,,2025-12-14,"5,001+",7239,F,Millennial,895511909,Mary,Smith,1985-01-08,45159040-3647,35-44,2023-12-31,,0,0,,,Never Purchased
M000034,2024,2024,0.0,0.0,0.0,,2025-12-14,"5,001+",7239,F,Millennial,895511909,Mary,Smith,1985-01-08,45159040-3647,35-44,2024-12-31,,0,0,,,Never Purchased
M000034,2025,2025,10938.72,44.0,44.0,2025-03-04,2025-12-14,"5,001+",7239,F,Millennial,895511909,Mary,Smith,1985-01-08,45159040-3647,35-44,2025-03-28,Pastry,44,1,2025-03-04,24.0,Active
M000035,2021,2021,0.0,0.0,0.0,,2025-03-14,"5,001+",9543,M,Boomer,883227889,Michael,Johnson,1962-01-04,14835614-7049,55+,2021-12-31,,0,0,,,Never Purchased
M000035,2022,2022,0.0,0.0,0.0,,2025-03-14,"5,001+",9543,M,Boomer,883227889,Michael,Johnson,1962-01-04,14835614-7049,55+,2022-12-31,,0,0,,,Never Purchased
M000035,2023,2023,0.0,0.0,0.0,,2025-03-14,"5,001+",9543,M,Boomer,883227889,Michael,Johnson,1962-01-04,14835614-7049,55+,2023-12-31,,0,0,,,Never Purchased
M000035,2024,2024,0.0,0.0,0.0,,2025-03-14,"5,001+",9543,M,Boomer,883227889,Michael,Johnson,1962-01-04,14835614-7049,55+,2024-12-31,,0,0,,,Never Purchased
M000035,2025,2025,3837.31,21.0,21.0,2025-03-17,2025-03-14,"5,001+",9543,M,Boomer,883227889,Michael,Johnson,1962-01-04,14835614-7049,55+,2025-03-28,Coffee,21,1,2025-03-17,11.0,Active
M000036,2021,2021,0.0,0.0,0.0,,2023-09-28,"1,001-2,000",1684,M,Millennial,858024342,John,Jones,1983-02-24,38195995-5088,35-44,2021-12-31,,0,0,,,Never Purchased
M000036,2022,2022,0.0,0.0,0.0,,2023-09-28,"1,001-2,000",1684,M,Millennial,858024342,John,Jones,1983-02-24,38195995-5088,35-44,2022-12-31,,0,0,,,Never Purchased
M000036,2023,2023,2823.0,45.0,15.0,2023-12-26,2023-09-28,"1,001-2,000",1684,M,Millennial,858024342,John,Jones,1983-02-24,38195995-5088,35-44,2023-12-31,Merchandise,15,1,2023-12-26,5.0,Active
M000036,2024,2024,3272.07,20.0,20.0,2024-12-02,2023-09-28,"1,001-2,000",1684,M,Millennial,858024342,John,Jones,1983-02-24,38195995-5088,35-44,2024-12-31,Beverage,35,2,2024-12-02,29.0,Active
M000036,2025,2025,2831.33,30.0,10.0,2025-03-20,2023-09-28,"1,001-2,000",1684,M,Millennial,858024342,John,Jones,1983-02-24,38195995-5088,35-44,2025-03-28,Pastry,45,3,2025-03-20,8.0,Active
M000037,2021,2021,0.0,0.0,0.0,,2022-12-11,201-500,406,F,Millennial,831810617,Nancy,Lopez,1996-11-11,33763566-7755,25-34,2021-12-31,,0,0,,,Never Purchased
M000037,2022,2022,1838.81,27.0,9.0,2022-12-23,2022-12-11,201-500,406,F,Millennial,831810617,Nancy,Lopez,1996-11-11,33763566-7755,25-34,2022-12-31,Sandwich,9,1,2022-12-23,8.0,Active
M000037,2023,2023,1900.06,21.0,7.0,2023-12-25,2022-12-11,201-500,406,F,Millennial,831810617,Nancy,Lopez,1996-11-11,33763566-7755,25-34,2023-12-31,Coffee,16,2,2023-12-25,6.0,Active
M000037,2024,2024,513.16,6.0,6.0,2024-12-16,2022-12-11,201-500,406,F,Millennial,831810617,Nancy,Lopez,1996-11-11,33763566-7755,25-34,2024-12-31,Beverage,22,3,2024-12-16,15.0,Active
M000037,2025,2025,1136.33,6.0,6.0,2025-03-06,2022-12-11,201-500,406,F,Millennial,831810617,Nancy,Lopez,1996-11-11,33763566-7755,25-34,2025-03-28,Pastry,28,4,2025-03-06,22.0,Active
M000038,2021,2021,0.0,0.0,0.0,,2024-04-07,"501-1,000",634,F,Millennial,831367172,Margaret,Hernandez,1990-10-29,24508349-7267,35-44,2021-12-31,,0,0,,,Never Purchased
M000038,2022,2022,0.0,0.0,0.0,,2024-04-07,"501-1,000",634,F,Millennial,831367172,Margaret,Hernandez,1990-10-29,24508349-7267,35-44,2022-12-31,,0,0,,,Never Purchased
M000038,2023,2023,0.0,0.0,0.0,,2024-04-07,"501-1,000",634,F,Millennial,831367172,Margaret,Hernandez,1990-10-29,24508349-7267,35-44,2023-12-31,,0,0,,,Never Purchased
M000038,2024,2024,0.0,0.0,0.0,,2024-04-07,"501-1,000",634,F,Millennial,831367172,Margaret,Hernandez,1990-10-29,24508349-7267,35-44,2024-12-31,,0,0,,,Never Purchased
M000038,2025,2025,94.04,2.0,1.0,2025-03-22,2024-04-07,"501-1,000",634,F,Millennial,831367172,Margaret,Hernandez,1990-10-29,24508349-7267,35-44,2025-03-28,Sandwich,1,1,2025-03-22,6.0,Active
M000039,2021,2021,0.0,0.0,0.0,,2023-05-28,"5,001+",6528,F,Millennial,813176186,Susan,Jones,1991-11-20,98588154-4164,25-34,2021-12-31,,0,0,,,Never Purchased
M000039,2022,2022,0.0,0.0,0.0,,2023-05-28,"5,001+",6528,F,Millennial,813176186,Susan,Jones,1991-11-20,98588154-4164,25-34,2022-12-31,,0,0,,,Never Purchased
M000039,2023,2023,1888.37,21.0,7.0,2023-12-13,2023-05-28,"5,001+",6528,F,Millennial,813176186,Susan,Jones,1991-11-20,98588154-4164,25-34,2023-12-31,Pastry,7,1,2023-12-13,18.0,Active
M000039,2024,2024,503.77,30.0,10.0,2024-12-18,2023-05-28,"5,001+",6528,F,Millennial,813176186,Susan,Jones,1991-11-20,98588154-4164,25-34,2024-12-31,Pastry,17,2,2024-12-18,13.0,Active
M000039,2025,2025,878.57,14.0,7.0,2025-03-27,2023-05-28,"5,001+",6528,F,Millennial,813176186,Susan,Jones,1991-11-20,98588154-4164,25-34,2025-03-28,Coffee,24,3,2025-03-27,1.0,Active
M000040,2021,2021,1594.29,18.0,9.0,2021-12-19,2021-02-09,"5,001+",5425,M,Millennial,878371272,Mark,Jones,1983-04-22,63643924-9785,35-44,2021-12-31,Sandwich,9,1,2021-12-19,12.0,Active
M000040,2022,2022,0.0,0.0,0.0,,2021-02-09,"5,001+",5425,M,Millennial,878371272,Mark,Jones,1983-04-22,63643924-9785,35-44,2022-12-31,,9,1,2021-12-19,377.0,Dormant
M000040,2023,2023,1017.31,10.0,5.0,2023-12-13,2021-02-09,"5,001+",5425,M,Millennial,878371272,Mark,Jones,1983-04-22,63643924-9785,35-44,2023-12-31,Dessert,14,2,2023-12-13,18.0,Active
M000040,2024,2024,1207.61,15.0,5.0,2024-12-11,2021-02-09,"5,001+",5425,M,Millennial,878371272,Mark,Jones,1983-04-22,63643924-9785,35-44,2024-12-31,Pastry,19,3,2024-12-11,20.0,Active
M000040,2025,2025,914.76,16.0,8.0,2025-03-23,2021-02-09,"5,001+",5425,M,Millennial,878371272,Mark,Jones,1983-04-22,63643924-9785,35-44,2025-03-28,Pastry,27,4,2025-03-23,5.0,Active
M000041,2021,2021,0.0,0.0,0.0,,2024-10-17,"5,001+",5139,M,Gen Z,890070438,Daniel,Jones,2004-01-15,68326160-6663,18-24,2021-12-31,,0,0,,,Never Purchased
M000041,2022,2022,0.0,0.0,0.0,,2024-10-17,"5,001+",5139,M,Gen Z,890070438,Daniel,Jones,2004-01-15,68326160-6663,18-24,2022-12-31,,0,0,,,Never Purchased
M000041,2023,2023,0.0,0.0,0.0,,2024-10-17,"5,001+",5139,M,Gen Z,890070438,Daniel,Jones,2004-01-15,68326160-6663,18-24,2023-12-31,,0,0,,,Never Purchased
M000041,2024,2024,573.81,2.0,2.0,2024-12-20,2024-10-17,"5,001+",5139,M,Gen Z,890070438,Daniel,Jones,2004-01-15,68326160-6663,18-24,2024-12-31,Merchandise,2,1,2024-12-20,11.0,Active
M000041,2025,2025,192.49,4.0,2.0,2025-03-16,2024-10-17,"5,001+",5139,M,Gen Z,890070438,Daniel,Jones,2004-01-15,68326160-6663,18-24,2025-03-28,Beverage,4,2,2025-03-16,12.0,Active
M000042,2021,2021,0.0,0.0,0.0,,2025-11-24,"5,001+",8518,M,Millennial,815957459,Richard,Martinez,1993-11-03,68526649-1027,25-34,2021-12-31,,0,0,,,Never Purchased
M000042,2022,2022,0.0,0.0,0.0,,2025-11-24,"5,001+",8518,M,Millennial,815957459,Richard,Martinez,1993-11-03,68526649-1027,25-34,2022-12-31,,0,0,,,Never Purchased
M000042,2023,2023,0.0,0.0,0.0,,2025-11-24,"5,001+",8518,M,Millennial,815957459,Richard,Martinez,1993-11-03,68526649-1027,25-34,2023-12-31,,0,0,,,Never Purchased
M000042,2024,2024,0.0,0.0,0.0,,2025-11-24,"5,001+",8518,M,Millennial,815957459,Richard,Martinez,1993-11-03,68526649-1027,25-34,2024-12-31,,0,0,,,Never Purchased
M000042,2025,2025,1668.07,6.0,6.0,2025-03-19,2025-11-24,"5,001+",8518,M,Millennial,815957459,Richard,Martinez,1993-11-03,68526649-1027,25-34,2025-03-28,Pastry,6,1,2025-03-19,9.0,Active
M000043,2021,2021,0.0,0.0,0.0,,2023-09-10,"2,001-5,000",2041,M,Gen Z,854318698,William,Miller,2001-04-05,93638503-6143,18-24,2021-12-31,,0,0,,,Never Purchased
M000043,2022,2022,0.0,0.0,0.0,,2023-09-10,"2,001-5,000",2041,M,Gen Z,854318698,William,Miller,2001-04-05,93638503-6143,18-24,2022-12-31,,0,0,,,Never Purchased
M000043,2023,2023,742.74,8.0,4.0,2023-12-05,2023-09-10,"2,001-5,000",2041,M,Gen Z,854318698,William,Miller,2001-04-05,93638503-6143,18-24,2023-12-31,Dessert,4,1,2023-12-05,26.0,Active
M000043,2024,2024,693.85,9.0,3.0,2024-12-06,2023-09-10,"2,001-5,000",2041,M,Gen Z,854318698,William,Miller,2001-04-05,93638503-6143,18-24,2024-12-31,Pastry,7,2,2024-12-06,25.0,Active
M000043,2025,2025,130.65,1.0,1.0,2025-03-28,2023-09-10,"2,001-5,000",2041,M,Gen Z,854318698,William,Miller,2001-04-05,93638503-6143,18-24,2025-03-28,Beverage,8,3,2025-03-28,0.0,Active
M000044,2021,2021,0.0,0.0,0.0,,2024-11-24,"5,001+",6888,F,Boomer,884411983,Susan,Miller,1961-10-21,27084279-4143,55+,2021-12-31,,0,0,,,Never Purchased
M000044,2022,2022,0.0,0.0,0.0,,2024-11-24,"5,001+",6888,F,Boomer,884411983,Susan,Miller,1961-10-21,27084279-4143,55+,2022-12-31,,0,0,,,Never Purchased
M000044,2023,2023,0.0,0.0,0.0,,2024-11-24,"5,001+",6888,F,Boomer,884411983,Susan,Miller,1961-10-21,27084279-4143,55+,2023-12-31,,0,0,,,Never Purchased
M000044,2024,2024,3106.48,72.0,24.0,2024-12-25,2024-11-24,"5,001+",6888,F,Boomer,884411983,Susan,Miller,1961-10-21,27084279-4143,55+,2024-12-31,Merchandise,24,1,2024-12-25,6.0,Active
M000044,2025,2025,5087.13,32.0,32.0,2025-03-15,2024-11-24,"5,001+",6888,F,Boomer,884411983,Susan,Miller,1961-10-21,27084279-4143,55+,2025-03-28,Merchandise,56,2,2025-03-15,13.0,Active
M000045,2021,2021,0.0,0.0,0.0,,2022-07-26,"2,001-5,000",4700,M,Millennial,883542887,Daniel,Martinez,1986-08-20,10054484-5978,35-44,2021-12-31,,0,0,,,Never Purchased
M000045,2022,2022,304.3,6.0,2.0,2022-12-27,2022-07-26,"2,001-5,000",4700,M,Millennial,883542887,Daniel,Martinez,1986-08-20,10054484-5978,35-44,2022-12-31,Dessert,2,1,2022-12-27,4.0,Active
M000045,2023,2023,315.73,2.0,2.0,2023-12-03,2022-07-26,"2,001-5,000",4700,M,Millennial,883542887,Daniel,Martinez,1986-08-20,10054484-5978,35-44,2023-12-31,Sandwich,4,2,2023-12-03,28.0,Active
M000045,2024,2024,283.83,15.0,5.0,2024-12-22,2022-07-26,"2,001-5,000",4700,M,Millennial,883542887,Daniel,Martinez,1986-08-20,10054484-5978,35-44,2024-12-31,Dessert,9,3,2024-12-22,9.0,Active
M000045,2025,2025,461.93,2.0,2.0,2025-03-08,2022-07-26,"2,001-5,000",4700,M,Millennial,883542887,Daniel,Martinez,1986-08-20,10054484-5978,35-44,2025-03-28,Merchandise,11,4,2025-03-08,20.0,Active
M000046,2021,2021,590.76,5.0,5.0,2021-12-18,2021-05-17,"2,001-5,000",2780,F,Gen X,838682516,Sarah,Davis,1977-04-06,78608612-8752,45-54,2021-12-31,Pastry,5,1,2021-12-18,13.0,Active
M000046,2022,2022,1528.38,6.0,6.0,2022-12-03,2021-05-17,"2,001-5,000",2780,F,Gen X,838682516,Sarah,Davis,1977-04-06,78608612-8752,45-54,2022-12-31,Pastry,11,2,2022-12-03,28.0,Active
M000046,2023,2023,1227.64,5.0,5.0,2023-12-12,2021-05-17,"2,001-5,000",2780,F,Gen X,838682516,Sarah,Davis,1977-04-06,78608612-8752,45-54,2023-12-31,Merchandise,16,3,2023-12-12,19.0,Active
M000046,2024,2024,2278.07,10.0,10.0,2024-12-18,2021-05-17,"2,001-5,000",2780,F,Gen X,838682516,Sarah,Davis,1977-04-06,78608612-8752,45-54,2024-12-31,Pastry,26,4,2024-12-18,13.0,Active
M000046,2025,2025,1655.52,18.0,9.0,2025-03-13,2021-05-17,"2,001-5,000",2780,F,Gen X,838682516,Sarah,Davis,1977-04-06,78608612-8752,45-54,2025-03-28,Sandwich,35,5,2025-03-13,15.0,Active
M000047,2021,2021,387.17,15.0,5.0,2021-12-11,2021-01-08,"2,001-5,000",2414,F,Millennial,851663795,Jennifer,Anderson,1990-04-04,40150759-4262,35-44,2021-12-31,Sandwich,5,1,2021-12-11,20.0,Active
M000047,2022,2022,636.63,10.0,5.0,2022-12-10,2021-01-08,"2,001-5,000",2414,F,Millennial,851663795,Jennifer,Anderson,1990-04-04,40150759-4262,35-44,2022-12-31,Pastry,10,2,2022-12-10,21.0,Active
M000047,2023,2023,606.45,10.0,10.0,2023-12-13,2021-01-08,"2,001-5,000",2414,F,Millennial,851663795,Jennifer,Anderson,1990-04-04,40150759-4262,35-44,2023-12-31,Pastry,20,3,2023-12-13,18.0,Active
M000047,2024,2024,1445.05,18.0,9.0,2024-12-17,2021-01-08,"2,001-5,000",2414,F,Millennial,851663795,Jennifer,Anderson,1990-04-04,40150759-4262,35-44,2024-12-31,Beverage,29,4,2024-12-17,14.0,Active
M000047,2025,2025,0.0,0.0,0.0,,2021-01-08,"2,001-5,000",2414,F,Millennial,851663795,Jennifer,Anderson,1990-04-04,40150759-4262,35-44,2025-03-28,,29,4,2024-12-17,101.0,At Risk
M000048,2021,2021,0.0,0.0,0.0,,2024-07-08,"5,001+",6291,F,Gen Z,865625330,Nancy,Anderson,2001-07-21,94525678-4185,18-24,2021-12-31,,0,0,,,Never Purchased
M000048,2022,2022,0.0,0.0,0.0,,2024-07-08,"5,001+",6291,F,Gen Z,865625330,Nancy,Anderson,2001-07-21,94525678-4185,18-24,2022-12-31,,0,0,,,Never Purchased
M000048,2023,2023,0.0,0.0,0.0,,2024-07-08,"5,001+",6291,F,Gen Z,865625330,Nancy,Anderson,2001-07-21,94525678-4185,18-24,2023-12-31,,0,0,,,Never Purchased
M000048,2024,2024,2094.51,20.0,10.0,2024-12-10,2024-07-08,"5,001+",6291,F,Gen Z,865625330,Nancy,Anderson,2001-07-21,94525678-4185,18-24,2024-12-31,Beverage,10,1,2024-12-10,21.0,Active
M000048,2025,2025,1989.48,10.0,10.0,2025-03-24,2024-07-08,"5,001+",6291,F,Gen Z,865625330,Nancy,Anderson,2001-07-21,94525678-4185,18-24,2025-03-28,Pastry,20,2,2025-03-24,4.0,Active
M000049,2021,2021,0.0,0.0,0.0,,2024-01-18,"5,001+",8486,M,Gen Z,867062156,Matthew,Lopez,2006-01-15,39372360-3881,18-24,2021-12-31,,0,0,,,Never Purchased
M000049,2022,2022,0.0,0.0,0.0,,2024-01-18,"5,001+",8486,M,Gen Z,867062156,Matthew,Lopez,2006-01-15,39372360-3881,18-24,2022-12-31,,0,0,,,Never Purchased
M000049,2023,2023,0.0,0.0,0.0,,2024-01-18,"5,001+",8486,M,Gen Z,867062156,Matthew,Lopez,2006-01-15,39372360-3881,18-24,2023-12-31,,0,0,,,Never Purchased
M000049,2024,2024,779.48,10.0,10.0,2024-12-05,2024-01-18,"5,001+",8486,M,Gen Z,867062156,Matthew,Lopez,2006-01-15,39372360-3881,18-24,2024-12-31,Merchandise,10,1,2024-12-05,26.0,Active
M000049,2025,2025,412.66,6.0,6.0,2025-03-06,2024-01-18,"5,001+",8486,M,Gen Z,867062156,Matthew,Lopez,2006-01-15,39372360-3881,18-24,2025-03-28,Coffee,16,2,2025-03-06,22.0,Active
M000050,2021,2021,0.0,0.0,0.0,,2025-12-17,"5,001+",7251,M,Gen Z,899600766,Michael,Davis,1997-07-18,81287314-6198,25-34,2021-12-31,,0,0,,,Never Purchased
M000050,2022,2022,0.0,0.0,0.0,,2025-12-17,"5,001+",7251,M,Gen Z,899600766,Michael,Davis,1997-07-18,81287314-6198,25-34,2022-12-31,,0,0,,,Never Purchased
M000050,2023,2023,0.0,0.0,0.0,,2025-12-17,"5,001+",7251,M,Gen Z,899600766,Michael,Davis,1997-07-18,81287314-6198,25-34,2023-12-31,,0,0,,,Never Purchased
M000050,2024,2024,0.0,0.0,0.0,,2025-12-17,"5,001+",7251,M,Gen Z,899600766,Michael,Davis,1997-07-18,81287314-6198,25-34,2024-12-31,,0,0,,,Never Purchased
M000050,2025,2025,121.08,1.0,1.0,2025-03-20,2025-12-17,"5,001+",7251,M,Gen Z,899600766,Michael,Davis,1997-07-18,81287314-6198,25-34,2025-03-28,Sandwich,1,1,2025-03-20,8.0,Active
M000051,2021,2021,0.0,0.0,0.0,,2025-08-21,"2,001-5,000",4543,F,Millennial,870407340,Karen,Davis,1995-07-13,44788100-5050,25-34,2021-12-31,,0,0,,,Never Purchased
M000051,2022,2022,0.0,0.0,0.0,,2025-08-21,"2,001-5,000",4543,F,Millennial,870407340,Karen,Davis,1995-07-13,44788100-5050,25-34,2022-12-31,,0,0,,,Never Purchased
M000051,2023,2023,0.0,0.0,0.0,,2025-08-21,"2,001-5,000",4543,F,Millennial,870407340,Karen,Davis,1995-07-13,44788100-5050,25-34,2023-12-31,,0,0,,,Never Purchased
M000051,2024,2024,0.0,0.0,0.0,,2025-08-21,"2,001-5,000",4543,F,Millennial,870407340,Karen,Davis,1995-07-13,44788100-5050,25-34,2024-12-31,,0,0,,,Never Purchased
